Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
11499327651,"May 26, 2024, 07:44:24",Morning Run,Run,,2763,5.35,183,60,FALSE,,,activities/11499327651.gpx,,,2763,2387,5351.8,5.747,2.242,25.7,25.7,35.4,50.4,11.1,0,,,,,183,153,,,,,,60,,,,,,,,,,,,,0,,1,5369.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.937,0,,,,5182,,,,,2.25,,,,,,,,
11524006219,"May 29, 2024, 10:56:59",Lunch Weight Training,Weight Training,,2801,0,172,24,FALSE,,,activities/12301672563.fit.gz,,,2801,2801,0,0,0,0,0,0,0,0,0,,,,,172,132,,,299,,,24,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11535439557,"May 30, 2024, 19:08:34",Night Run,Run,,2338,5.18,183,95,FALSE,,,activities/11535439557.gpx,,,2338,2237,5185,4.82,2.318,23.8,23.8,35.4,50.4,5.9,0,,,,,183,166,,,,,,95,,,,,,,,,,,,,0,,1,5204.9,1717095552,3,14.4,14,10.8,0.79,1011.7,3.3,7.1,308,0,1717041152,1717098240,0.625,,,0.74,5,0.7,26666.8,0,,,,,0,2.218,0,,,,5152,,,,,2.327,,,,,,,,
11574659510,"Jun 4, 2024, 20:14:33",Night Run,Run,,1261,3.3,,,FALSE,,,activities/11574659510.gpx,,,1261,1210,3307.2,11.814,2.733,10.2,10.2,35.4,43,8.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,3313.1,1717531136,3,17.8,17.5,12.4,0.71,1012.2,2.6,6.5,302,0,1717473024,1717530624,0.875,,,0.08,5,0.72,26278.3,0,,,,,0,2.623,0,,,,2758,,,,,2.738,,,,,,,,
11636827280,"Jun 12, 2024, 17:10:52",Evening Run,Run,,751,1.82,186,21,FALSE,,,activities/11636827280.gpx,,,751,710,1820.9,5.1,2.565,8.8,8.8,34.6,42,5.1,0,,,,,186,152,,,,,,21,,,,,,,,,,,,,0,,1,1817,1718211584,2,17.5,16.6,7.4,0.51,1019.4,2,4.4,312,0.1,1718163968,1718222080,0.125,,,0.09,5,0.61,24159.3,1,,,,,0,2.425,0,,,,1782,,,,,2.559,,,,,,,,
11664119168,"Jun 16, 2024, 09:45:39",Lunch HIIT,Workout,,1332,0,137,3,FALSE,,,activities/12445870438.fit.gz,,,1332,1332,0,0,0,0,0,0,0,0,0,,,,,137,100,,,166,,,3,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11664478402,"Jun 16, 2024, 10:26:29",Lunch Run,Run,,845,1.97,176,21,FALSE,,,activities/11664478402.gpx,,,845,801,1976.2,6.696,2.467,8.3,8.3,34.2,40.7,3.7,0,,,,,176,155,,,,,,21,,,,,,,,,,,,,0,,1,1975.5,1718531968,3,16.3,16.1,13,0.81,1006.8,5.1,11.4,216,0.2,1718509568,1718567808,0.375,,,0.8,5,0.89,21732.4,3,,,,,0,2.339,0,,,,2006,,,,,2.466,,,,,,,,
11680397612,"Jun 18, 2024, 10:15:17",Lunch Run,Run,,3880,5.99,199,157,FALSE,,,activities/11680397612.gpx,,,3880,3181,5995.3,6.938,1.885,48.3,48.3,30.4,37.4,13.9,-0.1,,,,,199,179,,,701,,,157,,,,,,,,,,,,,0,,1,6203.6,1718704768,3,18.6,19,16.3,0.87,1011.6,1.5,4.9,169,0.9,1718682368,1718740608,0.375,,,0.88,5,0.9,14599.8,3,,,,,0,1.545,5297.2,,,,9418,,,,,1.95,,,,,,,,
11695716154,"Jun 20, 2024, 09:18:35",Lunch HIIT,Workout,,891,0,142,3,FALSE,,,activities/12478416819.fit.gz,,,891,891,0,0,0,0,0,0,0,0,0,,,,,142,114,,,142,,,3,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11696456340,"Jun 20, 2024, 10:21:57",Lunch Trail Run,Run,,4109,7.69,200,149,FALSE,,,activities/11696456340.gpx,,,4109,3722,7695.2,6.114,2.067,89.6,89.7,30.5,37.5,17.2,0,,,,,200,171,,,909,,,149,,,,,,,,,,,,,0,,1,8039.1,1718877568,3,18.7,18.8,14.6,0.77,1017,3,7,43,0.5,1718855168,1718913536,0.375,,,0.64,5,0.97,26004.3,3,,,,,0,1.873,7.2,,,,8084,,,,,2.16,,,,,,,,
11703659231,"Jun 21, 2024, 10:30:28",Lunch HIIT,Workout,,1490,0,146,5,FALSE,,,activities/12486597086.fit.gz,,,1490,1490,0,0,0,0,0,0,0,0,0,,,,,146,115,,,243,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11705685862,"Jun 21, 2024, 12:41:10",Afternoon Weight Training,Weight Training,,2989,0,170,36,FALSE,,,activities/12488680227.fit.gz,,,2989,2989,0,0,0,0,0,0,0,0,0,,,,,170,139,,,445,,,36,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11709609927,"Jun 22, 2024, 07:45:05",Morning Run,Run,,1864,4.45,187,60,FALSE,,,activities/11709609927.gpx,,,1864,1790,4456.6,4.994,2.49,9.1,9.1,31.8,39,22.6,-0.1,,,,,187,161,,,506,,,60,,,,,,,,,,,,,0,,1,4476.4,1719039616,3,14.1,13.9,12.3,0.88,1015,3.8,7.6,217,0.2,1719028096,1719086336,0.5,,,0.76,5,0.93,15689.9,1,,,,,0,2.391,147.4,,,,4178,,,,,2.501,,,,,,,,
11710734851,"Jun 22, 2024, 10:31:07",Lunch Run,Run,,865,2.18,192,36,FALSE,,,activities/11710734851.gpx,,,865,861,2186.6,4.715,2.54,0,0,35.9,71.9,4.6,-1.5,,,,,192,166,,,238,,,36,,,,,,,,,,,,,0,,1,2108,1719050368,3,17.3,17.3,13.9,0.81,1014.7,3.2,6.8,246,0.6,1719028096,1719086336,0.5,,,0.73,5,0.8,14351.8,3,,,,,0,2.528,0,,,,2040,,,,,2.448,,,,,,,,
11716914992,"Jun 23, 2024, 06:39:51",Morning Run,Run,,743,2.17,191,37,FALSE,,,activities/11716914992.gpx,,,743,723,2172,4.254,3.004,4,4,42.1,46.2,5.3,0.2,,,,,191,171,,,245,,,37,,,,,,,,,,,,,0,,1,2170.4,1719122432,1,13,12.5,10.2,0.83,1020.3,0.8,2.8,304,0,1719114496,1719172736,0.625,,,0,1,0,25607.8,1,,,,,0,2.923,0,,,,1954,,,,,3.002,,,,,,,,
11717031787,"Jun 23, 2024, 06:56:26",Morning Weight Training,Weight Training,,1327,0,184,64,FALSE,,,activities/12500388969.fit.gz,,,1327,1327,0,0,0,0,0,0,0,0,0,,,,,184,170,,,258,,,64,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11717075227,"Jun 23, 2024, 07:19:31",Morning Run,Run,,609,1.36,192,25,FALSE,,,activities/11717075227.gpx,,,609,563,1362.7,3.678,2.42,5,5,41.8,52.6,7,-0.6,,,,,192,170,,,154,,,25,,,,,,,,,,,,,0,,1,1360.5,1719126016,1,14.9,14.5,10.9,0.77,1020.5,1.1,3.7,311,0,1719114496,1719172736,0.625,,,0,1,0.04,27796.1,2,,,,,0,2.238,57.3,,,,1348,,,,,2.417,,,,,,,,
11734784124,"Jun 25, 2024, 10:23:35",Lunch Run,Run,,3402,4.95,195,65,FALSE,,,activities/11734784124.gpx,,,3402,2176,4950.8,5.818,2.275,22.7,22.7,30.3,38.1,12.4,-0.1,,,,,195,157,,,567,,,65,,,,,,,,,,,,,0,,1,5013.7,1719309568,1,25.9,26.7,17.1,0.58,1013.9,2.6,5.5,39,0,1719287296,1719345536,0.625,,,0,1,0,30749.5,7,,,,,0,1.455,3602.1,,,,5208,,,,,2.304,,,,,,,,
11751087399,"Jun 27, 2024, 10:22:14",Lunch Run,Run,,2781,4.93,196,75,FALSE,,,activities/11751087399.gpx,,,2781,2707,4933,5.926,1.822,36.6,36.6,30.1,37.7,14.3,-0.1,,,,,196,163,,,570,,,75,,,,,,,,,,,,,0,,1,5043.1,1719482368,3,27.7,29.2,19,0.59,1010.2,3.5,7.6,239,0.1,1719460224,1719518336,0.625,,,0.05,5,0.7,22430.2,5,,,,,0,1.774,3568.5,,,,4978,,,,,1.863,,,,,,,,
11789057451,"Jul 2, 2024, 10:15:27",Lunch Run,Run,,3701,7.33,193,118,FALSE,,,activities/11789057451.gpx,,,3701,2814,7336.5,7.74,2.607,70.2,70.2,29.8,37.7,17.9,-0.1,,,,,193,163,,,855,,,118,,,,,,,,,,,,,0,,1,7562.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.982,5981.7,,,,7062,,,,,2.687,,,,,,,,
11835143227,"Jul 8, 2024, 05:36:50",Morning Weight Training,Weight Training,,2807,0,169,20,FALSE,,,activities/12622167659.fit.gz,,,2807,2807,0,0,0,0,0,0,0,0,0,,,,,169,128,,,430,,,20,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11844917969,"Jul 9, 2024, 10:18:33",Lunch Run,Run,,3627,7.18,195,127,FALSE,,,activities/11844917969.gpx,,,3627,3453,7180.1,4.745,2.079,71.9,71.9,30.1,37.7,22.2,-0.1,,,,,195,165,,,840,,,127,,,,,,,,,,,,,0,,1,7429.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.98,5829.7,,,,7334,,,,,2.152,,,,,,,,
11860652591,"Jul 11, 2024, 09:19:51",Lunch Weight Training,Weight Training,,1701,0,172,15,FALSE,,,activities/12648491713.fit.gz,,,1701,1701,0,0,0,0,0,0,0,0,0,,,,,172,133,,,266,,,15,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11861313357,"Jul 11, 2024, 10:16:00",Lunch Run,Run,,4082,9.05,193,168,FALSE,,,activities/11861313357.gpx,,,4082,3920,9056.7,5.058,2.31,99.9,99.9,30,37,15.3,-0.1,,,,,193,167,,,1051,,,168,,,,,,,,,,,,,0,,1,9294.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.219,7748,,,,9148,,,,,2.371,,,,,,,,
11875223038,"Jul 13, 2024, 07:39:45",Morning Run,Run,,1794,5.34,204,101,FALSE,,,activities/11875223038.gpx,,,1794,1784,5347,4.54,2.997,21.4,21.4,35.6,51.1,22,-0.2,,,,,204,179,,,607,,,101,,,,,,,,,,,,,0,,1,5372.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.98,2061.3,,,,4510,,,,,3.012,,,,,,,,
11877231234,"Jul 13, 2024, 10:43:58",Lunch Weight Training,Weight Training,,5660,0,179,48,FALSE,,,activities/12665673677.fit.gz,,,5660,5660,0,0,0,0,0,0,0,0,0,,,,,179,128,,,704,,,48,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11882925511,"Jul 14, 2024, 06:39:47",Morning Run,Run,,766,2.33,150,16,FALSE,,,activities/11882925511.gpx,,,766,739,2329.1,4.392,3.152,4.4,4.4,41.6,46.4,11.6,0.2,,,,,150,148,,,263,,,16,,,,,,,,,,,,,0,,1,2325.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.041,0,,,,2026,,,,,3.147,,,,,,,,
11883084571,"Jul 14, 2024, 07:21:15",Morning Run,Run,,359,1.01,190,14,FALSE,,,activities/11883084571.gpx,,,359,359,1015,3.788,2.827,5,5,41.8,52.3,10.5,-0.4,,,,,190,164,,,115,,,14,,,,,,,,,,,,,0,,1,1017.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.827,26.2,,,,934,,,,,2.835,,,,,,,,
11883373354,"Jul 14, 2024, 07:00:41",Morning Weight Training,Weight Training,,1191,0,193,55,FALSE,,,activities/12672063229.fit.gz,,,1191,1191,0,0,0,0,0,0,0,0,0,,,,,193,169,,,274,,,55,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11900806225,"Jul 16, 2024, 10:19:26",Lunch Run,Run,,3468,7.47,200,142,FALSE,,,activities/11900806225.gpx,,,3468,2962,7474.2,6.572,2.523,79.9,79.9,30,37.7,17.5,-0.1,,,,,200,172,,,877,,,142,,,,,,,,,,,,,0,,1,7755.1,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.155,5934.8,,,,6912,,,,,2.618,,,,,,,,
11916919780,"Jul 18, 2024, 06:39:33",Morning Weight Training,Weight Training,,4233,0,167,28,FALSE,,,activities/12706784460.fit.gz,,,4233,4233,0,0,0,0,0,0,0,0,0,,,,,167,132,,,456,,,28,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
11918059928,"Jul 18, 2024, 10:22:42",Lunch Run,Run,,2892,5.72,201,108,FALSE,,,activities/11918059928.gpx,,,2892,2382,5725.6,4.786,2.404,50.2,50.2,29.9,37.7,16.1,-0.1,,,,,201,169,,,667,,,108,,,,,,,,,,,,,0,,1,5897.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.98,4382.8,,,,5618,,,,,2.476,,,,,,,,
11976523333,"Jul 25, 2024, 10:20:31",Lunch Run,Run,,2927,6.21,192,88,FALSE,,,activities/11976523333.gpx,,,2927,2481,6214.1,5.696,2.505,65.9,65.9,29.9,37.6,15.5,-0.1,,,,,192,161,,,727,,,88,,,,,,,,,,,,,0,,1,6435.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.123,4893.9,,,,5794,,,,,2.594,,,,,,,,
11991178229,"Jul 27, 2024, 07:34:08",Morning Run,Run,,1593,4.75,199,61,FALSE,,,activities/11991178229.gpx,,,1593,1589,4751.4,4.996,2.99,26.5,26.5,47.8,65.2,6,-0.3,,,,,199,165,,,538,,,61,,,,,,,,,,,,,0,,1,4757.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.983,2709.3,,,,4124,,,,,2.994,,,,,,,,
12034674374,"Aug 1, 2024, 10:28:40",Lunch Run,Run,,2954,6.35,201,92,FALSE,,,activities/12034674374.gpx,,,2954,2561,6353.2,5.644,2.481,57.2,57.2,29.9,37.6,14.5,-0.1,,,,,201,161,,,741,,,92,,,,,,,,,,,,,0,,1,6555,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.151,5013.3,,,,5892,,,,,2.56,,,,,,,,
12049186262,"Aug 3, 2024, 07:41:13",Morning Run,Run,,1580,4.8,196,98,FALSE,,,activities/12049186262.gpx,,,1580,1577,4799.8,4.844,3.044,27,27,47.8,65.2,7.1,-0.3,,,,,196,181,,,543,,,98,,,,,,,,,,,,,0,,1,4807.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.038,2747.8,,,,4162,,,,,3.048,,,,,,,,
12076286666,"Aug 6, 2024, 10:34:38",Lunch Run,Run,,3595,7.11,189,106,FALSE,,,activities/12076286666.gpx,,,3595,3227,7110.4,8.912,2.203,71.9,71.9,29.9,37.8,21.2,0,,,,,189,158,,,842,,,106,,,,,,,,,,,,,0,,1,7450.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.978,4441.3,,,,7190,,,,,2.309,,,,,,,,
12076478559,"Aug 6, 2024, 09:30:39",Lunch Weight Training,Weight Training,,2843,0,157,16,FALSE,,,activities/12872845144.fit.gz,,,2843,2843,0,0,0,0,0,0,0,0,0,,,,,157,125,,,447,,,16,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
12093675583,"Aug 8, 2024, 10:24:32",Lunch Run,Run,,718,1.69,175,11,FALSE,,,activities/12093675583.gpx,,,718,668,1695,4.241,2.537,0,0,33.5,37.5,2.7,-0.2,,,,,175,143,,,191,,,11,,,,,,,,,,,,,0,,1,1689.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.361,284.2,,,,1672,,,,,2.53,,,,,,,,
12094045830,"Aug 8, 2024, 10:37:20",Lunch Run,Run,,2571,6.59,168,43,FALSE,,,activities/12094045830.gpx,,,2571,2233,6594.2,5.688,2.953,88.5,88.5,30.8,37.5,13.6,0,,,,,168,148,,,780,,,43,,,,,,,,,,,,,0,,1,6900.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.565,0,,,,6630,,,,,3.09,,,,,,,,
12108541322,"Aug 10, 2024, 06:56:57",Morning Run,Run,,4569,10.96,191,188,FALSE,,,activities/12108541322.gpx,,,4569,4344,10961,4.914,2.523,84.3,84.3,31.7,71.5,38.8,0.1,,,,,191,167,,,1264,,,188,,,,,,,,,,,,,0,,1,11184.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.399,107.3,,,,10660,,,,,2.575,,,,,,,,
12133963267,"Aug 13, 2024, 06:16:38",Morning Run,Run,,2923,7.6,181,113,FALSE,,,activities/12133963267.gpx,,,2923,2848,7608.1,6.556,2.671,23.2,23.2,28.2,37.7,29.8,0,,,,,181,164,,,866,,,113,,,,,,,,,,,,,0,,1,7657.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.603,0,,,,7556,,,,,2.689,,,,,,,,media/1445caac-ac86-444e-81bf-9c32ef89b60b.jpg
12135989096,"Aug 13, 2024, 09:27:41",Lunch Weight Training,Weight Training,,2713,0,179,35,FALSE,,,activities/12935247571.fit.gz,,,2713,2713,0,0,0,0,0,0,0,0,0,,,,,179,141,,,497,,,35,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
12167987232,"Aug 17, 2024, 07:10:01",Morning Run,Run,,3812,9.06,193,139,FALSE,,,activities/12167987232.gpx,,,3812,3759,9061.6,4.617,2.411,48.3,48.3,35.7,76.5,11.6,0.1,,,,,193,163,,,1033,,,139,,,,,,,,,,,,,0,,1,9134.2,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.377,37.1,,,,8886,,,,,2.43,,,,,,,,
12172857998,"Aug 17, 2024, 16:29:21",Evening Weight Training,Weight Training,,3544,0,174,31,FALSE,,,activities/12976572913.fit.gz,,,3544,3544,0,0,0,0,0,0,0,0,0,,,,,174,130,,,540,,,31,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
12176975848,"Aug 18, 2024, 07:08:20",Morning Run,Run,,7828,15.16,183,182,FALSE,,,activities/12176975848.gpx,,,7828,6650,15165.6,3.834,2.281,44.2,36.4,29,50.9,20,0.1,,,,,183,156,,,1723,,,182,,,,,,6,,,,,0,175,0,,1,15243.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.937,3171.7,,,,17064,,,,,2.292,,,,,,,,media/96D63DB2-5D31-4F72-B7A0-ABC1A73F6A2B.jpg|media/DA9C9239-EE59-4788-B81D-F3C28D200A18.jpg
12193039193,"Aug 20, 2024, 05:25:08",Morning Run,Run,,4490,10.24,189,175,FALSE,,,activities/12193039193.gpx,,,4490,4198,10239.5,4.47,2.439,6.6,4.6,33,37.5,5.1,0,,,,,189,166,,,1159,,,175,,,,,,8,,,,,0,180,0,,1,10256.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.281,6317.4,,,,10478,,,,,2.443,,,,,,,,media/33A19995-54AE-4B88-944F-0D53AE69FE03.jpg
12207265058,"Aug 21, 2024, 17:16:11",Evening Weight Training,Weight Training,,2805,0,170,41,FALSE,,,activities/13014366072.fit.gz,,,2805,2805,0,0,0,0,0,0,0,0,0,,,,,170,143,,,542,,,41,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
12223377125,"Aug 23, 2024, 16:01:24",Evening Rock Climb,Rock Climb,,3787,0,185,31,FALSE,,,activities/13031092406.fit.gz,,,3787,3787,0,0,0,0,0,0,0,0,0,,,,,185,123,,,567,,,31,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
12227425491,"Aug 24, 2024, 07:05:17",Morning Run,Run,,4562,11.28,192,209,FALSE,,,activities/12227425491.gpx,,,4562,4478,11286.5,6.598,2.52,90.7,90.7,30.8,71.5,48.9,0.1,,,,,192,169,,,1316,,,209,,,,,,,,,,,,,0,,1,11639.4,1724482816,1,19.6,19.4,17,0.85,1008.6,4.2,9.5,180,0,1724475392,1724525312,0.625,,,0.4,5,0.26,23887.9,1,,,,,0,2.474,7,,,,10982,,,,,2.599,,,,,,,,
